2026-05-08 14:46:14 | INFO     | === Activity Recognition System starting ===
2026-05-08 14:46:14 | INFO     | Allowed activities: ['Reading Book/s', 'Using Cellphone', 'Using Laptop', 'Idle']
2026-05-08 14:46:14 | INFO     | Similarity threshold: 0.92 | Motion threshold: 25.0 | API cooldown: 3.0s
2026-05-08 14:50:05 | INFO     | === Activity Recognition System starting ===
2026-05-08 14:50:05 | INFO     | Allowed activities: ['Reading Book/s', 'Using Cellphone', 'Using Laptop', 'Idle']
2026-05-08 14:50:05 | INFO     | Similarity threshold: 0.92 | Motion threshold: 25.0 | API cooldown: 3.0s
2026-05-08 14:50:10 | INFO     | Camera opened. Press Q to quit.
2026-05-08 14:50:10 | INFO     | activity='Idle'               confidence=  0 similarity=0.000 source=cache proc=831.8ms
2026-05-08 14:50:11 | INFO     | activity='Idle'               confidence=  0 similarity=0.000 source=cache proc=110.3ms
2026-05-08 14:50:11 | INFO     | activity='Idle'               confidence=  0 similarity=0.000 source=cache proc=18.5ms
2026-05-08 14:50:11 | INFO     | activity='Idle'               confidence=  0 similarity=0.000 source=cache proc=69.8ms
2026-05-08 14:50:11 | INFO     | activity='Idle'               confidence=  0 similarity=0.000 source=cache proc=54.5ms
2026-05-08 14:50:11 | INFO     | activity='Idle'               confidence=  0 similarity=0.000 source=cache proc=59.5ms
2026-05-08 14:50:11 | INFO     | activity='Idle'               confidence=  0 similarity=0.000 source=cache proc=60.0ms
2026-05-08 14:50:11 | INFO     | activity='Idle'               confidence=  0 similarity=0.000 source=cache proc=65.2ms
2026-05-08 14:50:11 | INFO     | activity='Idle'               confidence=  0 similarity=0.000 source=cache proc=63.5ms
2026-05-08 14:50:17 | INFO     | [API #1] activity='Idle' confidence=0 latency=5265ms
2026-05-08 14:50:17 | INFO     | activity='Idle'               confidence=  0 similarity=0.000 source=api   proc=5345.4ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:18 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=282.1ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:18 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=24.1ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:18 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=60.6ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:18 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=69.5ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:18 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=55.2ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:19 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=44.5ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:19 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=50.4ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:19 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=64.8ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:19 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=59.0ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:19 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=63.5ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:19 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=64.7ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:19 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=40.7ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:19 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=63.8ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:19 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=59.5ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:19 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=61.5ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:19 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=67.3ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:19 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=60.4ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:19 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=65.7ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:19 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=63.4ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:20 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=29.4ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:20 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=58.4ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:20 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=53.9ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:20 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=65.4ms | The image is not visible, so no activity can be determined.
2026-05-08 14:50:20 | INFO     | activity='Idle'               confidence=  0 similarity=0.949 source=cache proc=59.7ms | The image is not visible, so no activity can be determined.
